Image,Label,original_shape2D_Sphericity,original_shape2D_MinorAxisLength,original_shape2D_Elongation,original_shape2D_Perimeter,original_shape2D_PixelSurface,original_glszm_ZoneEntropy,original_glrlm_RunEntropy,original_ngtdm_Strength
benign_1-1.png,0,0.8276226147203537,26.043648678958718,0.5258831258854194,134.32590180780466,984.0,5.2672255605761515,5.2672255605761515,1.5110053539559785
benign_10-1.png,0,0.9117281272348784,195.80855465750207,0.9022975417523005,705.4284989122481,32918.0,5.915178242643914,5.915178242643914,0.3637663004459841
benign_100-1.png,0,0.654452237314607,94.66977582224794,0.2578407884657047,541.9310242291891,10011.0,6.27193409426972,6.27193409426972,0.16616176117966594
benign_101-1.png,0,0.8736058367652808,52.789379341332115,0.5233913789181927,261.9238815542518,4167.0,6.136150953237132,6.136150953237132,0.5515215499177977
benign_102-1.png,0,0.9123540507099104,128.07186135516477,0.6816048563197383,533.546247918339,18857.0,6.353382005697119,6.353382005697119,0.10606032840007229
benign_103-1.png,0,0.8702155301353263,185.69549954659007,0.5438578018780308,907.1097397793808,49587.0,6.698986141024674,6.698986141024674,0.17657276316490264
benign_104-1.png,0,0.8837748294359264,54.408810015514554,0.5876949397603142,251.43860018001308,3930.0,5.98841167982114,5.98841167982114,0.5121687351785499
benign_105-1.png,0,0.8992812287481247,89.51274951744048,0.7107227811120762,370.0487732352801,8813.0,6.364732518313245,6.364732518313245,0.6243105465421209
benign_106-1.png,0,0.921181383393644,111.88351290456487,0.8401651661082474,415.70562748477266,11670.0,6.5167589048501116,6.5167589048501116,0.21753932056278852
benign_107-1.png,0,0.8933117472068961,96.06640172995068,0.7289889993252476,394.2497833620568,9871.0,6.696511591628687,6.696511591628687,0.11329284128899163
benign_108-1.png,0,0.8052060448023185,86.11115891223318,0.4084601829297228,518.2325394193541,13857.0,6.455676471128474,6.455676471128474,0.041061789401709195
benign_109-1.png,0,0.902007983336285,158.022964296337,0.6875823627025879,662.70057685089,28435.0,6.836029994279543,6.836029994279543,0.24606935880334874
benign_11-1.png,0,0.8234532153855586,36.85783441442763,0.5348589422724248,190.12489168102832,1951.0,5.324678165307582,5.324678165307582,1.0689378460054133
benign_110-1.png,0,0.8526586101694872,150.32814194966673,0.46448036066364645,807.4873734152935,37724.0,6.891692213583113,6.891692213583113,0.16638505541259746
benign_111-1.png,0,0.9026148036969956,46.16076964166506,0.7006239643799858,191.05382386916273,2367.0,6.0521944298761605,6.0521944298761605,0.8526124833358629
benign_112-1.png,0,0.8840209062693891,65.18286436457188,0.666570045900504,283.1370849898483,4986.0,5.797530899574819,5.797530899574819,0.199100906856817
benign_113-1.png,0,0.8308970987934804,116.16629691303815,0.4845271765885656,626.0731598529204,21535.0,7.095962556028545,7.095962556028545,0.24544926402388054
benign_114-1.png,0,0.8433713408469438,122.22156449194237,0.5294009594603222,622.7422074112328,21951.0,6.6226232336377295,6.6226232336377295,0.042829549800076076
benign_115-1.png,0,0.8785869217823961,54.742471041751365,0.5459810765236532,264.40916292849045,4295.0,5.960158292216285,5.960158292216285,0.19501751789932903
benign_116-1.png,0,0.8830673293588088,66.02043544212466,0.6181523421107215,297.7228714274752,5501.0,6.181340244128644,6.181340244128644,0.03665274852331751
benign_117-1.png,0,0.8992976274722461,107.47468173911608,0.6673844092916204,458.96046148071196,13557.0,6.7821129761975065,6.7821129761975065,0.2864335301870022
benign_118-1.png,0,0.9169506000606774,85.06975784503987,0.8240894936448844,319.58073580374423,6834.0,6.447755439318042,6.447755439318042,0.14355118749900442
benign_119-1.png,0,0.8590422977464739,59.76147869224935,0.5422139920368144,296.06601717798287,5148.0,6.398273756086894,6.398273756086894,0.17463382388755525
benign_12-1.png,0,0.8850735926801063,45.74670568385159,0.5652023389157864,215.29646455628205,2890.0,6.353464802190937,6.353464802190937,0.9611394884751286
benign_120-1.png,0,0.9179099072276083,43.63467182850392,0.7687408147017402,169.63961030678948,1930.0,5.680914189917624,5.680914189917624,0.9752279503285379
benign_121-1.png,0,0.902521687672517,122.74851877598053,0.6610205163163468,522.9188309203694,17725.0,6.584383997645693,6.584383997645693,0.07678685242309642
benign_122-1.png,0,0.8989627600817622,119.06234217791628,0.7759144360861021,469.54624791833874,14179.0,6.687489544439507,6.687489544439507,0.02740614858748274
benign_123-1.png,0,0.8878876300419695,133.14723086058902,0.6213921182486157,596.2569260369943,22304.0,6.650833274692461,6.650833274692461,0.09756657475141246
benign_124-1.png,0,0.8082611662455201,60.59217751077281,0.37876452263555255,381.4802307403561,7566.0,6.929173207703552,6.929173207703552,0.21526194258783735
benign_125-1.png,0,0.853722938963327,57.29597858782687,0.5209722674567937,290.7939392393407,4905.0,6.1802086658651385,6.1802086658651385,0.39024444844196593
benign_126-1.png,0,0.8633801577354875,61.38136458202902,0.5200252512388314,308.9360748630718,5662.0,6.285241696690363,6.285241696690363,0.4701445892876899
benign_127-1.png,0,0.9150892096072907,73.15487310373743,0.9547017539419482,254.89444430272886,4330.0,5.586362890755445,5.586362890755445,0.11663477400197952
benign_128-1.png,0,0.9274375998605554,66.31548428156042,0.8803935344438509,238.4091629284903,3891.0,5.71746391986988,5.71746391986988,0.2956535748397565
benign_129-1.png,0,0.814297151290356,63.52758922275709,0.4813888001725344,350.6934341759526,6490.0,6.4724064092552425,6.4724064092552425,0.3696343840243267
benign_13-1.png,0,0.8618546310717533,191.04288634591475,0.538932018270003,941.9797974644698,52450.0,7.126670512537475,7.126670512537475,0.26383605237121194
benign_130-1.png,0,0.8680937485977093,105.1672042311123,0.5748802722361864,499.88939366884654,14986.0,6.107272939803047,6.107272939803047,0.5673977013923568
benign_131-1.png,0,0.9117588436141545,255.79966319396092,0.753646802922411,1009.9381669041269,67475.0,6.972189213333178,6.972189213333178,0.02592613857169825
benign_132-1.png,0,0.9005322719560411,78.19509929826336,0.741853069191789,316.1076477383256,6449.0,5.7841351146139655,5.7841351146139655,0.6496383316860016
benign_133-1.png,0,0.8786855357653955,30.069297937912932,0.5862379475827695,139.84062043356607,1202.0,5.114578983552244,5.114578983552244,0.7720465890183028
benign_134-1.png,0,0.8230669863642437,26.932395440379825,0.4428521466705312,152.6690475583123,1257.0,5.282608737631755,5.282608737631755,0.8993064719921382
benign_135-1.png,0,0.9260491609858678,103.95503619366615,0.7606129916149853,403.9482681718919,11136.0,6.394476246175846,6.394476246175846,0.2255434296848465
benign_136-1.png,0,0.8807909564428208,108.60766977933879,0.5657411632176275,513.2619766708768,16264.0,6.674239948562537,6.674239948562537,0.18875065838444427
benign_137-1.png,0,0.8594839931652363,63.99766006375593,0.5762193314025074,307.27922061357935,5551.0,6.4408960965565285,6.4408960965565285,0.2944881793361819
benign_138-1.png,0,0.8594840499257473,36.87239474103219,0.514523334614232,186.81118318204335,2052.0,5.693797146817788,5.693797146817788,0.6482158127963928
benign_139-1.png,0,0.8774791651071637,88.52029761919331,0.5910028939421093,411.46298679765334,10374.0,6.339935199900545,6.339935199900545,0.5498047444191875
benign_14-1.png,0,0.8200700060056497,49.13265144045436,0.42898344479326433,286.06601717798276,4380.0,5.640125170003136,5.640125170003136,0.2821266390757418
benign_140-1.png,0,0.9013898718623535,207.6137355586706,0.6476448893194341,895.9554108468296,51903.0,6.242353950067709,6.242353950067709,0.021279075474564223
benign_141-1.png,0,0.8857332841074201,327.5685930729708,0.611223847271047,1481.325035256001,136993.0,7.04518612965718,7.04518612965718,0.014782046440289898
benign_142-1.png,0,0.9240154716189314,69.17709495637698,0.827303608466997,256.50966799187853,4471.0,6.164494465993821,6.164494465993821,0.4290888580078295
